"","PMID","Title","Abstract"
"293","20826313","Elevated BDNF after cocaine withdrawal facilitates LTP in medial prefrontal cortex by suppressing GABA inhibition.","Medial prefrontal cortex (mPFC) is known to be involved in relapse after cocaine withdrawal  but the underlying cellular mechanism remains largely unknown. Here  we report that after terminating repeated cocaine exposure in rats  a gradual increase in the expression of brain-derived neurotrophic factor (BDNF) in the mPFC facilitates activity-induced long-term potentiation (LTP) of excitatory synapses on layer V pyramidal neurons. This enhanced synaptic plasticity could be attributed to BDNF-induced suppression of GABAergic inhibition in the mPFC by reducing the surface expression of GABA(A) receptors. The BDNF effect was mediated by BDNF-TrkB-phosphatase 2A signaling pathway. Downregulating TrkB expression bilaterally in the mPFC reduced the locomotor hypersensitivity to cocaine 8 days after cocaine withdrawal. Thus  elevated BDNF expression after cocaine withdrawal sensitizes the excitatory synapses in the mPFC to undergo activity-induced persistent potentiation that may contribute to cue-induced drug craving and drug-seeking behavior."
"294","20738409","Anxiety-related behavioral inhibition in rats: a model to examine mechanisms underlying the risk to develop stress-related psychopathology.","Behavioral inhibition (BI) is an adaptive defensive response to threat; however  children who display extreme BI as a stable trait are at risk for development of anxiety disorders and depression. The present study validates a rodent model of BI based on an ethologically relevant predator exposure paradigm. We show that individual differences in rat BI are stable and trait-like from adolescence into adulthood. Using in situ hybridization to quantify expression of the immediate early genes homer1a and fos as measures of neuronal activation  we show that individual differences in BI are correlated with the activation of various stress-responsive brain regions that include the paraventricular nucleus of the hypothalamus and CA3 region of the hippocampus. Further supporting the concept that threat-induced BI in rodents reflects levels of anxiety  we also show that BI is decreased by administration of the anxiolytic  diazepam. Finally  we developed criteria for identifying extreme BI animals that are stable in their expression of high levels of BI and also show that high BI (HBI) individuals exhibit maladaptive appetitive responses following stress exposure. These findings support the use of predator threat as a stimulus and HBI rats as a model to study mechanisms underlying extreme and stable BI in humans."
"295","20737266","Effect of phosphamidon on convulsive behavior and biochemical parameters: modulation by progesterone and 4'-chlorodiazepam in rats.","Phosphamidon (PHOS) has been shown to affect nervous system adversely. The present study was designed to explore the modulation of the effects of PHOS on convulsions by neurosteroids  progesterone (PROG)  and 4'-chlorodiazepam (4'-CD)  in both acute and chronic seizure models. In acute study  seizures were induced by either pentylenetetrazole (PTZ) injection or maximal electroshock seizures  while in the chronic study  kindling was induced by injecting PTZ (30 mg/kg  s.c.) on alternate days three times in a week. Oxidative stress was assessed in the brain by measuring the levels of malondialdehyde (MDA)  acetylcholinesterase (AChE)  and non-protein thiol (NP-SH). PROG and 4'-CD were able to modulate the PHOS-induced convulsions in acute PTZ convulsions as well as in chronic kindling model. However  they failed to reverse the derangements in oxidative stress parameters of MDA and NP-SH produced by PHOS in kindled animals. PROG significantly increased the AChE activity in untreated rats  while PROG and 4'-CD reversed the AChE activity inhibition induced by PHOS. The study indicates a possible anticonvulsive mechanism of neurosteroids  since both PROG and 4'-CD reversed PHOS-induced inhibition of AChE activity. The neurosteroids seem to play a protective role in PHOS-induced convulsions besides their antioxidant property."
"296","20690895","Anti-stress effect of ethyl acetate soluble fraction of Morus alba in chronic restraint stress.","CONTEXT: Restraint stress is a well-known method to induce chronic stress which leads to alterations in various behavioral and biochemical parameters.OBJECTIVE: The present work was designed to study anti-stress effects of Morus alba in chronic restraint stress (RS)-induced perturbations in behavioral  biochemical and brain oxidative stress status.MATERIALS AND METHODS: The stress was produced by restraining the animals inside an adjustable cylindrical plastic tube for 3 h once daily for ten consecutive days. The ethyl acetate soluble fraction of Morus alba (EASF) 25  50  100 mg/kg and diazepam (1 mg/kg) per day was administered 60 min prior to the stress procedure. The behavioral and biochemical parameters such as open field  cognitive dysfunction; leucocytes count; blood glucose and corticosteroid levels were determined. On day 10  the rats were sacrificed and biochemical assessment of superoxide dismutase (SOD)  lipid peroxidation (LPO)  catalase (CAT)  and glutathione reductase (GSH) in whole rat brain were performed.RESULTS: Chronic restraint stress produced cognitive dysfunction  altered behavioral parameters  increased leucocytes count  SOD  LPO  glucose and corticosterone levels  with concomitant decrease in CAT and GSH activities. Gastric ulceration  adrenal gland and spleen weights were also used as the stress indices. All these RS induced perturbations were attenuated by EASF of Morus alba.DISCUSSION: The results of the study suggest that in addition to its classically established pharmacological activities  the plant also has immense potential as an anti-stress agent of great therapeutic relevance.CONCLUSION: This study indicates the beneficial role of Morus alba for the treatment of oxidative stress-induced disorders."
"297","20678516","Pharmacological evaluation of a novel assay for detecting glycine transporter 1 inhibitors and their antipsychotic potential.","Multiple lines of evidence support the notion that hypofunction of glutamatergic neurotransmission is involved in the pathophysiology of schizophrenia. Moreover  glycine and glycine modulators have beneficial effects in patients with schizophrenia  particularly when added on to existing therapy. As glycine is an obligatory co-agonist at the NR1 subunit of the NMDA receptor  blockade of glycine uptake at the glycine transporter type-1 (GlyT1) can enhance low glutamatergic tone. L-687 414 is an antagonist at the glycine modulatory site of the NMDA complex and  behaviorally  increases locomotion. A series of GlyT1 inhibitors along with other psychoactive compounds were examined for their ability to enhance or inhibit the action of L-687 414. GlyT1 inhibitors and the other compounds were examined initially for effects on [(3)H]-glycine uptake in CHO cells expressing hGlyT1b cDNA and for their ability to displace the NMDA-glycine site ligand [(3)H]-L-689 560 from isolated rat forebrain membrane preparations. The in vivo activity of these compounds was determined in mice by measuring their ability to prevent L-687 414-induced hyperlocomotion. GlyT1 inhibitors blocked [(3)H]-glycine uptake in cells expressing the human transporter; other compounds had little or no activity. None of the compounds had affinity for the glycine site of the NMDA receptor complex. Hyperlocomotion induced by L-687 414 was dose-dependently reduced by GlyT1 inhibitors and antipsychotic drugs but not by morphine  fluoxetine or a moderate dose of diazepam. Therefore  this behavioral approach can reliably detect GlyT1 inhibitors which  in turn  may have some activity in common with drugs having antipsychotic effects."
"298","20670676","Neurosteroid withdrawal regulates GABA-A receptor a4-subunit expression and seizure susceptibility by activation of progesterone receptor-independent early growth response factor-3 pathway.","Neurosteroids regulate GABA-A receptor plasticity. Neurosteroid withdrawal occurs during menstruation and is associated with a marked increase in expression of GABA-A receptor a4-subunit  a key subunit linked to enhanced neuronal excitability  seizure susceptibility and benzodiazepine resistance. However  the molecular mechanisms underlying the upregulation of a4-subunit expression remain unclear. Here we utilized the progesterone receptor (PR) knockout mouse to investigate molecular pathways of PR and the transcription factor early growth response factor-3 (Egr3) in regulation of the GABA-A receptor a4-subunit expression in the hippocampus in a mouse neurosteroid withdrawal paradigm. Neurosteroid withdrawal induced a threefold increase in a4-subunit expression in wild-type mice  but this upregulation was unchanged in PR knockout mice. The expression of Egr3  which controls a4-subunit transcription  was increased significantly following neurosteroid withdrawal in wild-type and PR knockout mice. Neurosteroid withdrawal-induced a4-subunit upregulation was completely suppressed by antisense Egr3 inhibition. In the hippocampus kindling model of epilepsy  there was heightened seizure activity  significant reduction in the antiseizure sensitivity of diazepam (a benzodiazepine insensitive at a4ß<U+03B3>-receptors) and conferral of increased seizure protection of flumazenil (a low-affinity agonist at a4ß<U+03B3>-receptors) in neurosteroid-withdrawn wild-type and PR knockout mice. These observations are consistent with enhanced a4-containing receptor abundance in vivo. Neurosteroid withdrawal-induced seizure exacerbation  diazepam insensitivity  and flumazenil efficacy in the kindling model were reversed by inhibition of Egr3. These results indicate that neurosteroid withdrawal-induced upregulation of GABA-A receptor a4-subunit expression is mediated by the Egr3 via a PR-independent signaling pathway. These findings help advance our understanding of the molecular basis of catamenial epilepsy  a neuroendocrine condition that occurs around the perimenstrual period and is characterized by neurosteroid withdrawal-linked seizure exacerbations in women with epilepsy."
"299","20633542","GABAergic and nitriergic modulation by curcumin for its antianxiety-like activity in mice.","In the present study  effect of curcumin (10 and 20mg/kg)  an active constituent of Curcuma longa was evaluated for its antianxiety-like activity in mice subjected to immobilization-induced restraint stress for 6h. The effect on anxiety was assessed by employing elevated plus maze  open field test  light/dark test and social interaction test. Only the higher dose (20mg/kg  i.p.) of curcumin produced significant antianxiety-like effect in stressed mice. Pre-treatment with aminoguanidine (50mg/kg; i.p.)  an inducible nitric oxide synthase inhibitor significantly enhanced the anxiolytic-like effect of curcumin in stressed mice as compared to curcumin and aminoguanidine per se in stressed mice. Pretreatment with 7-nitroindazole (20mg/kg)  a neuronal nitric oxide synthase inhibitor did not significantly affect the antianxiety-like response of curcumin in stressed mice as compared to curcumin per se. Restraint stress significantly increased plasma nitrite levels in mice. Curcumin (20mg/kg  i.p.) and aminoguanidine significantly decreased plasma nitrite levels in stressed mice. The combination of aminoguanidine and curcumin significantly decreased the plasma nitrite levels as compared to curcumin and aminoguanidine per se in stressed mice. Curcumin and aminoguanidine did not produce any significant change in brain GABA contents of the animals. Diazepam (2mg/kg) produced significant anxiolytic-like effect only in unstressed mice  but could not exert significant anxiolysis in stressed mice. However  diazepam significantly increased GABA contents in both unstressed and stressed mice as compared to respective control groups. These findings suggest the possible involvement of only inducible NOS and not neuronal NOS in antianxiety-like effect of curcumin."
"300","20627473","Dopamine D3 receptor knock-out mice exhibit increased behavioral sensitivity to the anxiolytic drug diazepam.","Dopamine D(3) receptors (DRsD3) seem to have a pivotal role in mood disorders. Using the elevated plus maze (EPM) and the novelty-induced grooming test (NGT)  we assessed the responses of DRD3-deficient (D(3)(-/-)) mice to the acute treatment (different testing time) with the anxiolytic drug  diazepam. D(3)(-/-) mice treated with diazepam (0.1 or 0.5mg/kg) exhibited a better behavioral response in the EPM than their wild type (WT). Furthermore  in D(3)(-/-) mice  but not in WT  1mg/kg diazepam induced anxiolytic effects at all testing times. The contribution of DRsD3 in the anxiolytic effects of diazepam was confirmed by similar results obtained in EPM by using the selective DRD3 antagonist U99194A (10mg/kg) in combination with diazepam  in WT animals. D(3)(-/-) mice treated with diazepam (all doses)  also showed a decrease in grooming behavior. However  the [(3)H]flunitrazepam autoradiographic analysis revealed no significant changes in D(3)(-/-) mice compared to WT  suggesting that if <U+03B3>-aminobutyric acid receptor GABA(A) changes are involved  they do not occur at the level of binding to benzodiazepine site. These data suggest that D(3)(-/-) mice exhibit low baseline anxiety levels and provide the evidence that the DRD3 is involved in the modulation of benzodiazepine anxiolytic effects."
"301","20614851","Benzodiazepine receptor agonists cause drug-specific and state-specific alterations in EEG power and acetylcholine release in rat pontine reticular formation.","STUDY OBJECTIVES: Benzodiazepine (BDZ) and non-benzodiazepine (NBDZ) hypnotics enhance GABAergic transmission and are widely used for the treatment of insomnia. In the pontine reticular formation (PRF)  GABA inhibits rapid eye movement (REM) sleep and acetylcholine (ACh) release. No previous studies have characterized the effects of BDZ and NBDZ hypnotics on ACh release in the PRF. This study tested 2 hypotheses: (1) that microdialysis delivery of zolpidem  eszopiclone  and diazepam to rat PRF alters ACh release in PRF and electroencephalographic (EEG) delta power and (2) that intravenous (i.v.) administration of eszopiclone to non-anesthetized rat alters ACh release in the PRF  sleep  and EEG delta power.DESIGN: A within- and between-groups experimental design.SETTING: University of Michigan.PATIENTS OR PARTICIPANTS: Adult male Crl:CD*(SD) (Sprague-Dawley) rats (n = 57).INTERVENTIONS: In vivo microdialysis of the PRF in rats anesthetized with isoflurane was used to derive the concentration-response effects of zolpidem  eszopiclone  and diazepam on ACh release. Chronically instrumented rats were used to quantify the effects of eszopiclone (3 mg/kg  i.v.) on ACh release in the PRF  sleep-wake states  and cortical EEG power.MEASUREMENTS AND RESULTS: ACh release was significantly increased by microdialysis delivery to the PRF of zolpidem and eszopiclone but not diazepam. EEG delta power was increased by zolpidem and diazepam but not by eszopiclone administered to the PRF. Eszopiclone (i.v.) decreased ACh release in the PRF of both anesthetized and non-anesthetized rats. Eszopiclone (i.v.) prevented REM sleep and increased EEG delta power.CONCLUSION: The concentration-response data provide the first functional evidence that multiple GABA(A) receptor subtypes are present in rat PRF. Intravenously administered eszopiclone prevented REM sleep  decreased ACh release in the PRF  and increased EEG delta power. The effects of eszopiclone are consistent with evidence that ACh release in the PRF is lower during NREM sleep than during REM sleep  and with data showing that cholinergic stimulation of the PRF activates the cortical EEG."
"302","20614842","In vivo evidence of the specificity of effects of GABA(A) receptor modulating medications.",""
"303","20599842","Parallel anxiolytic-like and antinociceptive actions of diazepam in the anterior basolateral amygdala and dorsal periaqueductal gray.","RATIONALE: The antinociceptive actions of diazepam and other benzodiazepines are partly due to their anxiolytic-like properties.OBJECTIVE: This study was conducted to analyze the relationship between the anxiolytic-like and antinociceptive effects of diazepam when injected into the anterior basolateral amygdala (ABLA) and the dorsal periaqueductal gray (dPAG). These areas were selected because of their important participation in the regulation of anxiety and defensive responses.METHODS: The anxiolytic-like effect of diazepam was evaluated with the rat burying behaviour test. The pain-induced functional impairment in the rat (PIFIR) model was used to study the effects of diazepam on nociception. Nociception was induced by intra-articular injection of 15% uric acid into the knee joint of the right hind limb.RESULTS: Sole exposure to the burying behaviour test produced a slight non-significant hyperalgesic effect. Diazepam injection (2.0 microg/0.4 microl) into the ABLA or dPAG produced a reduction in cumulative burying behaviour--an anxiolytic-like effect--together with an increase in burying behaviour latency. Such reduced experimental anxiety was paralleled by an antinociceptive response (i.e.  increased use of the uric-acid-injected limb). Reduced experimental anxiety was correlated with antinociception after diazepam infusion into both brain structures.CONCLUSIONS: Diazepam-reduced experimental anxiety was paralleled by antinociceptive effects."
"304","20519168","Effects of marijuana and diazepam on lipid peroxidation, Na+ , K+ ATPase, and levels of glutathione and 5-HTP in rat brain.","Our aim was to evaluate the effects of marijuana (Mar) and diazepam (Dz) on lipid peroxidation (TBARS)  Na +   K + ATP ase activity  levels of glutathione (GSH) and 5-hydroxytryptophan (5-HTP). Male Wistar rats were given a single dose per group: extract of Mar (100 microL/kg)  Dz (5 mg/kg)  Mar plus Dz  and NaCl for control. Sixty mins after treatment  animals were sacrificed  and their brains extracted and homogenised to measure GSH  TBARS and 5-HTP levels. Na +   K + ATP ase and total ATP ase activities. GSH and TBARS did not show differences respect to controls. Na +   K + ATP ase activity was similar as well. However  groups treated with Mar  total ATPase activity decreased significantly (p &lt; 0.05). Levels of 5-HTP decreased significantly (p = 0.0001) in rats treated either with Mar and or Dz. Mar and Dz induced biochemical effects on the serotonergic metabolism  which can alter the development and function in rat brain  because it has also been involved in scavenging free radicals present there."
"305","20514481","Examining face and construct validity of a noninvasive model of panic disorder in Lister-hooded rats.","RATIONALE: Increasing evidence suggests that defensive escape behavior in Lister-hooded (LH) rats induced by ultrasound application may be an animal model of panic disorder.OBJECTIVE: The objectives of this study were to further explore the face and construct validity of ultrasound-induced escape behavior by characterizing the autonomic and neuroendocrine response to ultrasound  and to examine the underlying neuronal structures by comparing the effects of the anxiolytic with panicolytic properties  diazepam  with a preclinical anxiolytic without panicolytic-like activity  the NOP agonist Ro 64-6198.MATERIALS AND METHODS: LH rats were implanted with telemetry transmitters to monitor heart rate and core body temperature before  during  and after ultrasound application. Blood samples were taken after ultrasound application for corticosterone analysis. Ultrasound-induced c-Fos expression was measured in different periaqueductal gray (PAG) and amygdala subregions after treatment with diazepam or Ro 64-6198.RESULTS: Ultrasound application increased heart rate and body temperature  but did not alter plasma corticosterone levels. Ultrasound application increased c-Fos expression in the dorsal and dorsolateral PAG (dPAG  dlPAG) and amygdaloid subregions. Diazepam  but not Ro 64-6198  reduced c-Fos expression in the dPAG/dlPAG  while Ro 64-6198  but not diazepam  reduced c-Fos expression in the central amygdala.CONCLUSIONS: Similar to human panic attacks  ultrasound application to LH rats activated the autonomic  but not the neuroendocrine  stress system. Also  like in humans  the current data confirm and extend that the dPAG/dlPAG plays a key role in ultrasound-induced escape behavior. These observations suggest that ultrasound-induced escape behaviors in LH rats have face and construct validity for panic disorders."
"306","20505082","Amygdala-specific reduction of alpha1-GABAA receptors disrupts the anticonvulsant, locomotor, and sedative, but not anxiolytic, effects of benzodiazepines in mice.","The heterogeneity and distribution of GABA(A) receptor subunits mediates differential roles in behavior. It is thought that particular behavioral responses to benzodiazepine (BZ) ligands might be associated with an action at a regionally defined receptor subtype. However  the role of specific GABA(A) receptor subtypes in particular brain regions is less clear. Such detailed knowledge of regional alpha1-GABA(A) receptor function will advance our understanding of the neural circuitry underlying the role of GABA(A) receptors and the effects of GABA(A)-modulating drugs on behavior. By combining inducible  site-specific alpha1 subunit deletion  using a lentivirus expressing Cre-recombinase in mice with the alpha1 subunit gene flanked by loxP sites  we examine baseline and pharmacological effects of deletion of amygdala alpha1-GABA(A) receptors. We find that amygdala-specific reduction of alpha1 receptor subunits does not affect mRNA or protein levels of amygdala alpha2 or alpha3 subunit receptors. Nor does this inducible reduction affect baseline locomotion or measures of anxiety. However  we also find that this inducible  site-specific deletion does disrupt the normal sedative-locomotor inhibition as well as the anticonvulsive effects  of two distinct BZ-site ligands  diazepam and zolpidem  which is relatively alpha1-subunit selective. These data  using inducible  region and subunit-specific deletion  combined with pharmacogenetic approaches  demonstrate that amygdala expression of the alpha1-GABA(A) receptor subunit is required for normal BZ effects on sedation  locomotion  and seizure inhibition  but not for anxiolysis."
"307","20498005","Development of a prolonged calcium plateau in hippocampal neurons in rats surviving status epilepticus induced by the organophosphate diisopropylfluorophosphate.","Organophosphate (OP) compounds are among the most lethal chemical weapons ever developed and are irreversible inhibitors of acetylcholinesterase. Exposure to majority of OP produces status epilepticus (SE) and severe cholinergic symptoms that if left untreated are fatal. Survivors of OP intoxication often suffer from irreversible brain damage and chronic neurological disorders. Although pilocarpine has been used to model SE following OP exposure  there is a need to establish a SE model that uses an OP compound in order to realistically mimic both acute and long-term effects of nerve agent intoxication. Here we describe the development of a rat model of OP-induced SE using diisopropylfluorophosphate (DFP). The mortality  behavioral manifestations  and electroencephalogram (EEG) profile for DFP-induced SE (4 mg/kg  sc) were identical to those reported for nerve agents. However  significantly higher survival rates were achieved with an improved dose regimen of DFP and treatment with pralidoxime chloride (25 mg/kg  im)  atropine (2 mg/kg  ip)  and diazepam (5 mg/kg  ip) making this model ideal to study chronic effects of OP exposure. Further  DFP treatment produced N-methyl-D-aspartate (NMDA) receptor-mediated significant elevation in hippocampal neuronal [Ca(2+)](i) that lasted for weeks after the initial SE. These results provided direct evidence that DFP-induced SE altered Ca(2+) dynamics that could underlie some of the long-term plasticity changes associated with OP toxicity. This model is ideally suited to test effective countermeasures for OP exposure and study molecular mechanisms underlying neurological disorders following OP intoxication."
"308","20482789","Traumatic brain injury and the effects of diazepam, diltiazem, and MK-801 on GABA-A receptor subunit expression in rat hippocampus.","BACKGROUND: Excitatory amino acid release and subsequent biochemical cascades following traumatic brain injury (TBI) have been well documented  especially glutamate-related excitotoxicity. The effects of TBI on the essential functions of inhibitory GABA-A receptors  however  are poorly understood.METHODS: We used Western blot procedures to test whether in vivo TBI in rat altered the protein expression of hippocampal GABA-A receptor subunits alpha1  alpha2  alpha3  alpha5  beta3  and gamma2 at 3 h  6 h  24 h  and 7 days post-injury. We then used pre-injury injections of MK-801 to block calcium influx through the NMDA receptor  diltiazem to block L-type voltage-gated calcium influx  or diazepam to enhance chloride conductance  and re-examined the protein expressions of alpha1  alpha2  alpha3  and gamma2  all of which were altered by TBI in the first study and all of which are important constituents in benzodiazepine-sensitive GABA-A receptors.RESULTS: Western blot analysis revealed no injury-induced alterations in protein expression for GABA-A receptor alpha2 or alpha5 subunits at any time point post-injury. Significant time-dependent changes in alpha1  alpha3  beta3  and gamma2 protein expression. The pattern of alterations to GABA-A subunits was nearly identical after diltiazem and diazepam treatment  and MK-801 normalized expression of all subunits 24 hours post-TBI.CONCLUSIONS: These studies are the first to demonstrate that GABA-A receptor subunit expression is altered by TBI in vivo  and these alterations may be driven by calcium-mediated cascades in hippocampal neurons. Changes in GABA-A receptors in the hippocampus after TBI may have far-reaching consequences considering their essential importance in maintaining inhibitory balance and their extensive impact on neuronal function."
"309","20452969","Pregnenolone sulfate and cortisol induce secretion of acyl-CoA-binding protein and its conversion into endozepines from astrocytes.","Acyl-CoA-binding protein (ACBP) functions both intracellularly as part of fatty acid metabolism and extracellularly as diazepam binding inhibitor  the precursor of endozepine peptides. Two of these peptides  ODN and TTN  bind to the GABA(A) receptor and modulate its sensitivity to gamma-aminobutyric acid (GABA). We have found that depolarization of mouse primary astrocytes induces the rapid release and processing of ACBP to the active peptides. We previously showed that ODN can trigger the rapid sporulation of the social amoeba Dictyostelium. Using this bioassay  we now show that astrocytes release the endozepine peptides within 10 min of exposure to the steroids cortisol  pregnenolone  pregnenolone sulfate  or progesterone. ACBP lacks a signal sequence for secretion through the endoplasmic reticulum/Golgi pathway and its secretion is not affected by addition of brefeldin A  a well known inhibitor of the classical secretion pathway  suggesting that it follows an unconventional pathway for secretion. Moreover  induction of autophagy by addition of rapamycin also resulted in rapid release of ACBP indicating that this protein uses components of the autophagy pathway for secretion. Following secretion  ACBP is proteolytically cleaved to the active neuropeptides by protease activity on the surface of astrocytes. Neurosteroids  such as pregnenolone sulfate  were previously shown to modulate the excitatory/inhibitory balance in brain through increased release of glutamate and decreased release of GABA. These effects of steroids in neurons will be reinforced by the release of endozepines from astrocytes shown here  and suggest an orchestrated astrocyte-neuron cross-talk that can affect a broad spectrum of behavioral functions."
"310","20450099","[Antiepileptic drugs in North America].","In this review study  second-generation antiepileptic drugs (AEDs) (levetiracetam  gabapentin  topiramate  lamotrigine  zonisamide  oxcarbazepine  vigabatrin  pregabalin  rufinamide  tiagabine  lacosamide  and felbamate) and injectable AEDs (levetiracetam  lacosamide  fosphenytoin  lorazepam  and valproic acid) available in North America were compared with those available in Japan. Three second-generation AEDs (gabapentin  topiramate  and lamotrigine) were recently approved in Japan. Levetiracetam is currently under review for approval by the Japanese regulatory agency. An ideal AED would have a broad-spectrum activity to control multiple types of seizures  favorable safety profile  limited potential for drug-drug interaction  many bioequivalent formulations  long half life to allow infrequent administration  and antiepileptogenic effects that may provide a fundamental cure of epileptic patients by suppressing the development of epileptogenic network and neutralizing previously established epileptogenic foci in the brain. The second-generation AEDs have been developed to possess some of these ideal properties. All the second-generation AEDs are efficacious for the treatment of patients with partial seizures. In addition  levetiracetam  topiramate  lamotrigine  and zonisamide are effective for the treatment of patients with generalized tonic-clonic seizures  absences  myoclonic seizures  Lennox-Gastaut syndrome  and West syndrome; however  lamotrigine is not effective for the treatment of patients with myoclonic seizures. Rufinamide and felbamate are useful for the treatment of patients with Lennox-Gastaut syndrome; however owing to its serious adverse effects  including aplastic anemia and hepatic failure  felbamate is used as the last resort for the treatment of patients with intractable seizures. Vigabatrin is particularly effective for the treatment of patients with West syndrome; however  the patients need to be regularly monitored for the development of peripheral visual field defect. Gabapentin  oxcarbazepine  vigabatrin  and tiagabine are ineffective for the treatment of patients with absences and/or myoclonic seizures and may aggravate these conditions. Treatment with levetiracetam or topiramate (off-label use) is the new option for patients with refractory status epilepticus  which is characterized by downregulation of the inhibitory gamma-aminobutyric acid system  because these drugs act via different mechanisms and are rapidly titratable  especially intravenous levetiracetam. The pharmacokinetic profiles of levetiracetam  gabapentin  and pregabalin are favorable: these drugs exhibit minimal protein binding  do not undergo hepatic metabolism  are not involved in any clinically relevant drug interactions  and rarely lead to the development of serious adverse effects. In general  levetiracetam is probably the closest to being the ideal AED because of its broad-spectrum favorable pharmacokinetic profile and safety profile as well as because of the availability of its parenteral formulation. Among the injectable AEDs  fosphenytoin is a water-soluble prodrug and is used to treat patients with status epilepticus. Systemic and local side effects of this drug are fewer than those of phenytoin. Lorazepam  a benzodiazepine is used as the first-line AED for the treatment of patients with status epilepticus. The effects of this drug are more prolonged than those of diazepam. Intravenous administration of valproic acid is regarded as a new treatment option for patients with status epilepticus  because sedative and negative effects on the cardiorespiratory system of this drug are lesser than those of the traditional injectable AEDs. These novel medications will aid the improvement of the quality of life of epileptic patients through improved seizure control and reduced adverse effects."
"311","20428524","Analysis of mouse brain peptides using mass spectrometry-based peptidomics: implications for novel functions ranging from non-classical neuropeptides to microproteins.","Peptides are known to play many important physiological roles in signaling. A large number of peptides have been detected in mouse brain extracts using mass spectrometry-based peptidomics studies  and 850 peptides have been identified. Half of these peptides are derived from secretory pathway proteins and many are known bioactive neuropeptides which activate G protein-coupled receptors; these are termed &quot;classical neuropeptides&quot;. In addition  427 peptides were identified that are derived from non-secretory pathway proteins; the majority are cystosolic  and the remainder are mitochondrial  nuclear  lysosomal  or membrane proteins. Many of these peptides represent the N- or C-terminus of the protein  rather than internal fragments  raising the possibility that they are formed by selective processing rather than protein degradation. In addition to consideration of the cleavage site required to generate the intracellular peptides  their potential functions are discussed. Several of the cytosolic peptides were previously found to interact with receptors and/or otherwise influence cellular activity; examples include hemorphins  hemopressins  diazepam binding inhibitor  and hippocampal cholinergic neurostimulating peptide. The possibility that these peptides are secreted from cells and function in cell-cell signaling is discussed. If these intracellular peptides can be shown to be secreted in levels sufficient to produce a biological effect  they would appropriately be called &quot;non-classical neuropeptides&quot; by analogy with non-classical neurotransmitters such as nitric oxide and anandamide. It is also possible that intracellular peptides function as &quot;microproteins&quot; and modulate protein-protein interactions; evidence for this function is discussed  along with future directions that are needed to establish this and other possible functions for peptides."
"312","20412381","GABA(A) receptor subunit alteration-dependent diazepam insensitivity in the cerebellum of phospholipase C-related inactive protein knockout mice.","The GABA(A) receptor  a pentamer composed predominantly of alpha  beta  and gamma subunits  mediates fast inhibitory synaptic transmission. We have previously reported that phospholipase C-related inactive protein (PRIP) is a modulator of GABA(A) receptor trafficking and that knockout (KO) mice exhibit a diazepam-insensitive phenotype in the hippocampus. The alpha subunit affects diazepam sensitivity; alpha1  2  3  and 5 subunits assemble with any form of beta and the gamma2 subunits to produce diazepam-sensitive receptors  whereas alpha4 or alpha6/beta/gamma2 receptors are diazepam-insensitive. Here  we investigated how PRIP is implicated in the diazepam-insensitive phenotype using cerebellar granule cells in animals expressing predominantly the alpha6 subunit. The expression of alpha1/beta/gamma2 diazepam-sensitive receptors was decreased in the PRIP-1 and 2 double KO cerebellum without any change in the total number of benzodiazepine-binding sites as assessed by radioligand-binding assay. Since levels of the alpha6 subunit were increased  the alpha1/beta/gamma2 receptors might be replaced with alpha6 subunit-containing receptors. Then  we further performed autoradiographic and electrophysiologic analyses. These results suggest that the expression of alpha6/delta receptors was decreased in cerebellar granule neurons  while that of alpha6/gamma2 receptors was increased. PRIP-1 and 2 double KO mice exhibit a diazepam-insensitive phenotype because of a decrease in diazepam-sensitive (alpha1/gamma2) and increase in diazepam-insensitive (alpha6/gamma2) GABA(A) receptors in the cerebellar granule cells."
"313","20410600","Anticonvulsant effect of (RS)-1-aminoindan-1,5-dicarboxylic acid on pentetrazol-induced kindled seizures in mice.","The present study was undertaken to clarify the effect of group I metabotropic glutamate receptor (mGluR) antagonist  (RS)-1-aminoindan-1 5-dicarboxylic acid (AIDA) on pentetrazol-induced kindled seizures. The mechanism of the anticonvulsant effect of AIDA was also studied. Mice were anesthetized with pentobarbital; the electrodes and guide cannula were chronically implanted into the cortex and lateral ventricle. In order to induce kindling  pentetrazol at a dose of 40 mg/kg was injected intraperitoneally once every 48 h. Behavioral and electroencephalographic (EEG) seizures were observed for 20 min following pentetrazol administration. Intracerebroventricular (i.c.v.) injection of AIDA (1000 nmol/site) resulted in a significant inhibitory effect on pentetrazol-induced kindled seizures  and this effect was antagonized by a group I mGluR agonist  (RS)-3 5-dihydroxyphenylglycine ((RS)-3 5-DHPG). The effect of AIDA (200 nmol/site) on pentetrazol-induced kindled seizures was augmented by the simultaneous use of gamma-aminobutyric acid (GABA) mimetic drugs  such as NNC-711 and diazepam. Moreover  the effect of AIDA (1000 nmol/site) on pentetrazol-induced kindled seizures was antagonized by a GABA(A) receptor antagonist  bicuculline and a GABA(C) receptor antagonist  (1 2 5 6-tetrahydropyridin-4-yl) methylphosphinic acid (TPMPA). It can be concluded that AIDA had an anticonvulsant effect on pentetrazol-induced kindled seizures  which was partially mediated by the GABAergic mechanism through GABA(A) and GABA(C) receptors."
