"","PMID","Title","Abstract"
"24","23495208","Serotonin hypothesis of autism: implications for selective serotonin reuptake inhibitor use during pregnancy.","Serotonin  a neurotransmitter found throughout the brain and body  has long been of interest in autism. Repeated findings of elevated platelet serotonin levels in approximately one third of children with autism has led some to believe that dysfunctional serotonin signaling may be a causal mechanism for the disorder. Because serotonin is critical to fetal brain development  concerns have arisen regarding prenatal exposure to substances that manipulate serotonin levels  such as selective serotonin reuptake inhibitors (SSRIs). This review examines evidence regarding the serotonin system and autism spectrum disorders (ASD)  as well as what the literature has reported thus far on developmental effects of prenatal exposure to SSRIs. Possible mechanisms by which SSRIs could affect the fetus during pregnancy and clinical implications are also discussed. Though the majority of studies conducted in infants and children suggest prenatal exposure to SSRIs does not affect neurodevelopment  interpretation must be tempered given small sample sizes. The only published study that focused on prenatal SSRI exposure and ASD found an increased risk with exposure to SSRIs  especially during the first trimester. Obstacles that will be faced in future research are isolating medication effects from maternal depression and  given the infrequent occurrence of exposure and outcome  obtaining an adequate sample size. Whether serotonin is an etiologic factor in ASD  and what it points to as a marker for subgrouping  remains unclear. Understanding how the development of ASD might be affected by prenatal factors that influence serotonin levels  such as SSRIs  could identify modifiable targets for prevention."
"25","23406739","Flowers for Algernon: steroid dysgenesis, epigenetics and brain disorders.","While a recent study has reported that early citalopram exposure alters cortical network function and produces autistic-like behaviors in male rats  when evaluating antidepressant animal models of autism spectrum disorder (ASD) it is important to note that some selective serotonin (5-HT) reuptake inhibitors alter 3a-hydroxysteroid dehydrogenase activity  and thus steroidogenesis. At least one study has examined the effect of repeated citalopram administration on the serum and brain concentration of testosterone (T) and its metabolites and shown that citalopram increases serum T. Several in vitro studies also suggest that sex steroid can alter 5-HT homeostasis. While research efforts have demonstrated that transgenic mice expressing the most common of multiple gain-of-function 5-HT reuptake transporter (SERT) coding variants  SERT Ala56  previously identified in children with ASD  exhibit autistic-like behaviors  elevated p38 MAPK-dependent transporter phosphorylation  enhanced 5-HT clearance rates and hyperserotonemia  a few studies provide some evidence that 5-HT may alter gonadal steroidogenesis. T  17ß-estradiol and synthetic estrogens are known inhibitors of AKR1C21 (BRENDA  E.C. 1.1.1.209)  the epitestosterone (epiT) producing enzyme in rodents. EpiT is a naturally occurring steroid in mammals  including man. An analysis of the literature suggests that epiT may be the central mediator in the epigenetic regulation of gene expression. Over thirty years ago  it was shown that rat brain epiT production is higher in females than in males. A similar finding in humans could explain the sex differences in the incidence of autism and other brain disorders. Despite this  the role of epiT in brain development remains a long neglected area of research."
"26","23136658","Treatments: In the waiting room.",""
"27","22898204","Disruption of social approach by MK-801, amphetamine, and fluoxetine in adolescent C57BL/6J mice.","Autism is a severe neurodevelopmental disorder  diagnosed on the basis of core behavioral symptoms. Although the mechanistic basis for the disorder is not yet known  genetic analyses have suggested a role for abnormal excitatory/inhibitory signaling systems in brain  including dysregulation of glutamatergic neurotransmission. In mice  the constitutive knockdown of NMDA receptors leads to social deficits  repetitive behavior  and self-injurious responses that reflect aspects of the autism clinical profile. However  social phenotypes differ with age: mice with reduced NMDA-receptor function exhibit hypersociability in adolescence  but markedly deficient sociability in adulthood. The present studies determined whether acute disruption of NMDA neurotransmission leads to exaggerated social approach  similar to that observed with constitutive disruption  in adolescent C57BL/6J mice. The effects of MK-801  an NMDA receptor antagonist  were compared with amphetamine  a dopamine agonist  and fluoxetine  a selective serotonin reuptake inhibitor  on performance in a three-chamber choice task. Results showed that acute treatment with MK-801 led to social approach deficits at doses without effects on entry numbers. Amphetamine also decreased social preference  but increased number of entries at every dose. Fluoxetine (10 mg/kg) had selective effects on social novelty preference. Withdrawal from a chronic ethanol regimen decreased activity  but did not attenuate sociability. Low doses of MK-801 and amphetamine were also evaluated in a marble-burying assay for repetitive behavior. MK-801  at a dose that did not disrupt sociability or alter entries  led to a profound reduction in marble-burying. Overall  these findings demonstrate that moderate alteration of NMDA  dopamine  or serotonin function can attenuate social preference in wild type mice."
"28","22876270","A review of executive function deficits and pharmacological management in children and adolescents.","OBJECTIVE: To review both the functions and dysfunction of the executive system (ES) focusing on the extent of executive function (EF) deficits in most psychiatric disorders in children and adolescents and the possibility of such deficits acting as markers for pharmacological management.METHOD: A LITERATURE REVIEW WAS CONDUCTED USING MEDLINE  PSYCHINFO  CINAHL  PSYCHARTICLES AND PUBMED WITH THE FOLLOWING KEYWORDS: executive function or dysfunction  pediatric or children or adolescents  psychopharmacology  psychotropic medications  attention deficit hyperactivity disorder (ADHD)  depression  obsessive compulsive disorder  anxiety disorders  bipolar disorder  schizophrenia  autism spectrum disorders (ASD)  fetal alcohol spectrum disorders (FASD). Due to the limited amount of specific information obtained for some childhood disorders  the search was broadened to include relevant adult literature where information was extrapolated.RESULTS: Abundant literature was found on the nature of the ES and the executive dysfunctions in most psychiatric disorders in children and adolescents  but not so much on the use of medication. EF deficits were found to be more consistent in disorders such as ADHD  ASD and FASD than in the other disorders but were not specific enough for use as clinical markers for those disorders. For children with ADHD and ASD there was adequate information on the use of psychotropic medications and impact on some EF domains but information on the impact of medication on EF in the other disorders in children and adolescents was fairly limited. Medications acting on the dopaminergic system also showed positive effects on EF deficits and are commonly used in the treatment of EF disorders such as ADHD  ASD and FASD.CONCLUSION: Existing literature indicates that EF deficits underlie most psychiatric disorders in children and adolescents. However  there are so many executive functions linked to so many activities and circuits in the brain that it is hard to quantify them in a particular disorder for use as specific markers for that disorder. The ES uses dopamine as its main neurotransmitter and this has implications for clinical management. Dopamine agonists (e.g. stimulants) and antagonists (e.g. neuroleptics) are medications that have direct impact on the ES and are commonly used to treat EF disorders in children and adolescents while serotonergic medications e.g. selective serotonin reuptake inhibitors (SSRIs) have not been very successful in treating such disorders. Identifying EF deficits early could be useful in guiding management including the use of medication in those disorders."
"29","22701549","Psychoactive pharmaceuticals induce fish gene expression profiles associated with human idiopathic autism.","Idiopathic autism  caused by genetic susceptibility interacting with unknown environmental triggers  has increased dramatically in the past 25 years. Identifying environmental triggers has been difficult due to poorly understood pathophysiology and subjective definitions of autism. The use of antidepressants by pregnant women has been associated with autism. These and other unmetabolized psychoactive pharmaceuticals (UPPs) have also been found in drinking water from surface sources  providing another possible exposure route and raising questions about human health consequences. Here  we examined gene expression patterns of fathead minnows treated with a mixture of three psychoactive pharmaceuticals (fluoxetine  venlafaxine &amp; carbamazepine) in dosages intended to be similar to the highest observed conservative estimates of environmental concentrations. We conducted microarray experiments examining brain tissue of fish exposed to individual pharmaceuticals and a mixture of all three. We used gene-class analysis to test for enrichment of gene sets involved with ten human neurological disorders. Only sets associated with idiopathic autism were unambiguously enriched. We found that UPPs induce autism-like gene expression patterns in fish. Our findings suggest a new potential trigger for idiopathic autism in genetically susceptible individuals involving an overlooked source of environmental contamination."
"30","22541665","Pharmacotherapy of autism spectrum disorders.","Although no pharmacological or behavioral therapy has currently proven effective for treating all core symptoms of autism  many dysfunctional behaviors may be treated pharmacologically. Drug treatments should always be part of a comprehensive management plan that includes behavioral and educational interventions  and should be focused on specific targets. Several classes of psychotropic medications have been used to decrease the wide range of &quot;maladaptive&quot; or &quot;interfering&quot; behaviors and associated medical problems that can interfere with relationships and physical health and hinder the implementation of various non-pharmacological interventions. Atypical neuroleptics have been shown to be useful in the treatment of behavioral symptoms in autism. Attention deficit and hyperactivity disorder medications may be effective for counteracting the additional features of hyperactivity and short attention span. Antiepileptic drugs and selective serotonin reuptake inhibitors have shown promising results  but there are no specific indications for them as of yet. With respect to potential drug targets  some clinical features are caused by a dysfunction in neurochemical signaling systems  and thus may improve with selective pharmacological interventions acting on specific abnormal neurobiological pathways. Recent animal studies can be useful models for understanding the common pathogenic pathways leading to autism spectrum disorders (ASDs)  and have the potential to offer new biologically focused treatment options."
"31","22494457","New directions in the treatment of autism spectrum disorders from animal model research.","INTRODUCTION: Currently  there is not an effective pharmacotherapy for the core symptoms of the autism spectrum disorders (ASD)  which include aberrant social behavior  delayed communication and repetitive behavior and/or restricted interests. There are several drugs that treat the symptoms associated with autism including irritability  aggressiveness and hyperactivity. Current drug research is based on the ongoing genetic  animal model and neuropathologic research. Two areas in particular  the glutamate and oxytocin systems  provide exciting new avenues for drug discovery.AREAS COVERED: This review examines what approaches have been used for the drugs that are currently being used to treat people with ASD. For the most part  drugs that treat other neuropsychiatric disorders have been examined to treat the people with ASD  unfortunately with little effect on the core symptoms.EXPERT OPINION: Until recently  there was not a plethora of knowledge about the neurobiological substrates of social behavior  pragmatic language usage and repetitive and/or restricted behaviors. Therefore  drug discovery has used the tools available for other neuropsychiatric disorders. Now that more biological information is available  there are many avenues for research for drug targets for ASD."
"32","22090498","Perinatal citalopram exposure selectively increases locus ceruleus circuit function in male rats.","Selective serotonin reuptake inhibitors (SSRIs)  such as citalopram (CTM)  have been widely prescribed for major depressive disorder  not only for adult populations  but also for children and pregnant mothers. Recent evidence suggests that chronic SSRI exposure in adults increases serotonin (5-HT) levels in the raphe system and decreases norepinephrine (NE) locus ceruleus (LC) neural activity  suggesting a robust opposing interaction between these two monoamines. In contrast  perinatal SSRI exposure induces a long-lasting downregulation of the 5-HT-raphe system  which is opposite to that seen with chronic adult treatment. Therefore  the goal of the present investigation was to test the hypothesis that perinatal CTM exposure (20 mg/kg/d) from postnatal day 1 (PN1) to PN10 leads to hyperexcited NE-LC circuit function in adult rats (&gt;PN90). Our single-neuron LC electrophysiological data demonstrated an increase in spontaneous and stimulus-driven neural activity  including an increase in phasic bursts in CTM-exposed animals. In addition  we demonstrated a corresponding immunoreactive increase in the rate-limiting catalyzing catecholamine enzyme (tyrosine hydroxylase) within the LC and their neocortical target sites compared to saline controls. Moreover  these effects were only evident in male exposed rats  suggesting a sexual dimorphism in neural development after SSRI exposure. Together  these results indicate that administration of SSRIs during a sensitive period of brain development results in long-lasting alterations in NE-LC circuit function in adults and may be useful in understanding the etiology of pervasive developmental disorders such as autism spectrum disorder."
"33","22025710","Perinatal antidepressant exposure alters cortical network function in rodents.","Serotonin (5-HT) plays a key role in early brain development  and manipulation of 5-HT levels during this period can have lasting neurobiological and behavioral consequences. It is unclear how perinatal exposure to drugs  such as selective serotonin reuptake inhibitors (SSRIs)  impacts cortical neural network function and what mechanism(s) may elicit the disruption of normal neuronal connections/interactions. In this article  we report on cortical wiring organization after pre- and postnatal exposure to the SSRI citalopram. We show that manipulation of 5-HT during early development in both in vitro and in vivo models disturbs characteristic chemoarchitectural and electrophysiological brain features  including changes in raphe and callosal connections  sensory processing  and myelin sheath formation. Also  drug-exposed rat pups exhibit neophobia and disrupted juvenile play behavior. These findings indicate that 5-HT homeostasis is required for proper brain maturation and that fetal/infant exposure to SSRIs should be examined in humans  particularly those with developmental dysfunction  such as autism."
"34","22015434","Effects of fluoxetine treatment on striatal dopamine transporter binding and cerebrospinal fluid insulin-like growth factor-1 in children with autism.","A positive effect of fluoxetine has been shown in some children with autism. The present study was undertaken to correlate striatal dopamine transporter (DAT) binding and cerebrospinal fluid insulin-like growth factor-1 (CSF-IGF-1) with clinical response in autistic children (n=13  age 5-16 years) after a 6-month fluoxetine treatment. Good clinical responders (n=6) had a decrease (p=0.031) in DAT binding as assessed using single-photon emission computed tomography with [123I]-nor-ß-CIT  whereas poor responders had a trend to an increase. An increase in CSF-IGF-1 (p=0.003) was detected after the treatment period  but no correlation between the clinical response and CSF-IGF-1 was found. In conclusion  fluoxetine decreases DAT binding indicating alleviation of the hyperdopaminergic state and increases CSF-IGF-1 concentration  which may also have a neuroprotective effect against dopamine-induced neurotoxicity in autistic children."
"35","21443820","Brain illness and creativity: mechanisms and treatment risks.","Brain diseases and their treatment may help or hurt creativity in ways that shape quality of life. Increased creative drive is associated with bipolar disorder  depression  psychosis  temporal lobe epilepsy  frontotemporal dementia  Parkinson disease treatments  and autism. Creativity depends on goal-driven approach motivation from midbrain dopaminergic systems. Fear-driven avoidance motivation is of less aid to creativity. When serotonin and norepinephrine lower motivation and flexible behaviour  they can inhibit creativity. Hemispheric lateralization and frontotemporal connections must interact to create new ideas and conceptual schemes. The right brain and temporal lobe contribute skill in novelty detection  while the left brain and frontal lobe foster approach motivation and more easily generate new patterns of action from the novel perceptions. Genes and phenotypes that increase plasticity and creativity in tolerant environments with relaxed selection pressure may confer risk in rigorous environments. Few papers substantively address this important but fraught topic. Antidepressants (ADs) that inhibit fear-driven motivation  such as selective serotonin reuptake inhibitors  sometimes inhibit goal-oriented motivation as well. ADs that boost goal-directed motivation  such as bupropion  may remediate this effect. Benzodiazepines and alcohol may be counterproductive. Although dopaminergic agonists sometimes stimulate creativity  their doing so may inappropriately disinhibit behaviour. Dopamine antagonists may suppress creative motivation; lithium and anticonvulsant mood stabilizers may do so less. Physical exercise and REM sleep may help creativity. Art therapy and psychotherapy are not well studied. Preserving creative motivation can help creativity and other aspects of well-being in all patients  not just artists or researchers."
"36","21332311","Genome-wide expression profiling of human lymphoblastoid cell lines identifies CHL1 as a putative SSRI antidepressant response biomarker.","AIMS: Selective serotonin reuptake inhibitors (SSRIs) are the most commonly used class of antidepressants for treating major depression. However  approximately 30% of patients do not respond sufficiently to first-line antidepressant drug treatment and require alternative therapeutics. Genome-wide studies searching for SSRI response DNA biomarkers or studies of candidate serotonin-related genes so far have given inconclusive or contradictory results. Here  we present an alternative transcriptome-based genome-wide approach for searching antidepressant drug-response biomarkers by using drug-effect phenotypes in human lymphoblastoid cell lines (LCLs).MATERIALS &amp; METHODS: We screened 80 LCLs from healthy adult female individuals for growth inhibition by paroxetine. A total of 14 LCLs with reproducible high and low sensitivities to paroxetine (seven from each phenotypic group) were chosen for genome-wide expression profiling with commercial microarrays.RESULTS: The most notable genome-wide transcriptome difference between LCLs displaying high versus low paroxetine sensitivities was a 6.3-fold lower (p = 0.0000256) basal expression of CHL1  a gene coding for a neuronal cell adhesion protein implicated in correct thalamocortical circuitry  schizophrenia and autism. The microarray findings were confirmed by real-time PCR (36-fold lower CHL1 expression levels in the high paroxetine sensitivity group). Several additional genes implicated in synaptogenesis or in psychiatric disorders  including ARRB1  CCL5  DDX60  DDX60L  ENDOD1  ENPP2  FLT1  GABRA4  GAP43  MCTP2 and SPRY2  also differed by more than 1.5-fold and a p-value of less than 0.005 between the two paroxetine sensitivity groups  as confirmed by real-time PCR experiments.CONCLUSION: Genome-wide transcriptional profiling of in vitro phenotyped LCLs identified CHL1 and additional genes implicated in synaptogenesis and brain circuitry as putative SSRI response biomarkers. This method might be used as a preliminary tool for searching for potential depression treatment biomarkers."
"37","21147225","Drosophila Ube3a regulates monoamine synthesis by increasing GTP cyclohydrolase I activity via a non-ubiquitin ligase mechanism.","The underlying defects in Angelman syndrome (AS) and autism spectrum disorder (ASD) may be in part due to basic defects in synaptic plasticity and function. In some individuals serotonin reuptake inhibitors  which decrease pre-synaptic re-uptake of serotonin  can ameliorate symptoms  as can resperidone  which blocks both dopamine and serotonin receptors. Loss of maternal UBE3A expression causes AS  while maternal duplications of chromosome 15q11.2-q13 that include the UBE3A gene cause ASD  implicating the maternally expressed UBE3A gene in the ASD phenotype. In a Drosophila screen for proteins regulated by UBE3A  we identified a key regulator of monoamine synthesis  the gene Punch  or GCH1  encoding the enzyme GTP cyclohydrolase I. Here we show that Dube3a  the fly UBE3A orthologue  regulates Punch/GCH1 in the fly brain. Over-expression of Dube3a elevates tetrahydrobiopterin (THB)  the rate-limiting cofactor in monoamine synthesis while loss of Dube3a has the opposite effect. The fluctuations in dopamine levels were associated with hyper- and hypoactivity  respectively  in flies. We show that changes in Punch/GCH1 and dopamine levels do not depend on the ubiquitin ligase catalytic domain of Dube3a. In addition  both wild type Dube3a and a ubiquitination-defective Dube3a-C/A form were found at high levels in nuclear fractions and appear to be poly-ubiquitinated in vivo by endogenous Dube3a. We propose that the transcriptional co-activation function of Dube3a may regulate GCH1 activity in the brain. These results provide a connection between monoamine synthesis (dopamine/serotonin) and Dube3a expression that may explain why some individuals with ASD or AS respond better to selective serotonin reuptake inhibitors than others."
"38","21070242","Density and function of central serotonin (5-HT) transporters, 5-HT1A and 5-HT2A receptors, and effects of their targeting on BTBR T+tf/J mouse social behavior.","BTBR mice are potentially useful tools for autism research because their behavior parallels core social interaction impairments and restricted-repetitive behaviors. Altered regulation of central serotonin (5-HT) neurotransmission may underlie such behavioral deficits. To test this  we compared 5-HT transporter (SERT)  5-HT(1A) and 5-HT(2A) receptor densities among BTBR and C57 strains. Autoradiographic [(3) H] cyanoimipramine (1 nM) binding to SERT was 20-30% lower throughout the adult BTBR brain as compared to C57BL/10J mice. In hippocampal membrane homogenates  [(3) H] citalopram maximal binding (B(max) ) to SERT was 95 ± 13 fmol/mg protein in BTBR and 171 ± 20 fmol/mg protein in C57BL/6J mice  and the BTBR dissociation constant (K(D) ) was 2.0 ± 0.3 nM versus 1.1 ± 0.2 in C57BL/6J mice. Hippocampal 5-HT(1A) and 5-HT(2A) receptor binding was similar among strains. However  8-OH-DPAT-stimulated [(35) S] GTP<U+03B3>S binding in the BTBR hippocampal CA(1) region was 28% higher  indicating elevated 5-HT(1A) capacity to activate G-proteins. In BTBR mice  the SERT blocker  fluoxetine (10 mg/kg) and the 5-HT(1A) receptor partial-agonist  buspirone (2 mg/kg) enhanced social interactions. The D(2) /5-HT(2) receptor antagonist  risperidone (0.1 mg/kg) reduced marble burying  but failed to improve sociability. Overall  altered SERT and/or 5-HT(1A) functionality in hippocampus could contribute to the relatively low sociability of BTBR mice."
"39","20178033","fMRI tracks reductions in repetitive behaviors in autism: two case studies.","Autism is characterized by abnormal prefrontal brain activation during cognitive control  a potential biomarker of repetitive behaviors. In this proof-of-principle study  functional magnetic resonance imaging (fMRI) was used to examine brain activity during an oddball task in two high-functioning males with autism before and after 12 weeks of treatment with citalopram  a selective serotonin reuptake inhibitor. One participant showed marked reductions in repetitive behaviors whereas the other showed mild worsening. Brain activation in relevant prefrontal regions increased in only the participant whose repetitive behavior symptoms improved. These findings suggest that fMRI may elucidate potential mechanisms of action of targeted autism interventions."
"40","20018455","Serotonin, pregnancy and increased autism prevalence: is there a link?","The prevalence of autism  a neurodevelopmental condition resulting from genetic and environmental causes  has increased dramatically during the last decade. Among the potential environmental factors  hyperserotonemia during pregnancy and its effect on brain development could be playing a role in this prevalence raise. In the rodent model developed by Whitaker-Azmitia and colleagues  hyperserotonemia during fetal development results in a dysfunction of the hypothalamo-pituitary axis  affecting the amygdala as well as pro-social hormone oxytocin regulation. Dysfunction of the amygdala and abnormal oxytocin levels may underlie many clinical features of ASD. Selective serotonin reuptake inhibitors (SSRI) are the most widely used class of antidepressants drugs  and they are not contraindicated during pregnancy. In this paper  we hypothesize that increased serotonemia during pregnancy  including due to SSRI intake  could be one of the causes of the raising prevalence in autism. If our hypothesis is confirmed  it will not only shed light on one of the possible reason for autism prevalence  but also offer new preventive and treatment options."
"41","19447287","Behavioral abnormality and pharmacologic response in social isolation-reared mice.","Social isolation (SI) rearing in rodents causes a variety of behavioral changes  including hyperlocomotion  anxiety  impulsivity  aggression  and learning and memory deficits. These behavioral abnormalities in rodents may be related to the symptoms in patients with neuropsychiatric disorders  such as attention-deficit hyperactivity disorder  obsessive-compulsive disorder  autism  schizophrenia and depression. In this study  we examined the effect of long-term SI rearing after weaning on emotional behaviors and cognitive function in mice. Furthermore  the effects of methylphenidate (MPH)  clozapine (CLZ) and fluoxetine (FLX) on SI-induced behavioral changes were examined to measure the predictive validity of SI-reared mice as an animal model for these neuropsychiatric disorders. MPH improved SI-induced anxiety-like behavior in the elevated-plus maze test  but had no effect on aggressive behavior. In contrast  CLZ ameliorated aggressive behavior  but not anxiety-like behavior in SI-reared mice. Repeated FLX treatment prevented SI-induced aggressive behavior and social interaction deficits. These findings suggest that SI-induced behavioral abnormality is a psychobehavioral complex relevant to various clinical symptoms observed in neuropsychiatric disorders and that SI-reared mice are a useful animal model to study the pathophysiology/pathogenesis of these diseases."
"42","18775368","Psychopharmacologic interventions for repetitive behaviors in autism spectrum disorders.","This article provides an overview of psychopharmacological treatments for repetitive behaviors in autism spectrum disorders (ASDs) in the context of current conceptualizations of this understudied core symptom domain. The available literature on the widely used selective serotonin reuptake inhibitors (SSRIs)  including fluvoxamine  fluoxetine  citalopram  escitalopram  and sertraline  are reviewed. In addition to SSRIs  research on effects of other pharmacologic interventions such as divalproex sodium  risperidone  and the neuropeptide oxytocin are presented. To date  data are mixed for interventions commonly prescribed in clinical practice and suggest several areas of investigation in advancing research on the medication management of repetitive behaviors."
"43","17276749","Early pharmacological treatment of autism: a rationale for developmental treatment.","Autism is a dynamic neurodevelopmental syndrome in which disabilities emerge during the first three postnatal years and continue to evolve with ongoing development. We briefly review research in autism describing subtle changes in molecules important in brain development and neurotransmission  in morphology of specific neurons  brain connections  and in brain size. We then provide a general schema of how these processes may interact with particular emphasis on neurotransmission. In this context  we present a rationale for utilizing pharmacologic treatments aimed at modifying key neurodevelopmental processes in young children with autism. Early treatment with selective serotonin reuptake inhibitors (SSRIs) is presented as a model for pharmacologic interventions because there is evidence in autistic children for reduced brain serotonin synthesis during periods of peak synaptogenesis; serotonin is known to enhance synapse refinement; and exploratory studies with these agents in autistic children exist. Additional hypothetical developmental interventions and relevant published clinical data are described. Finally  we discuss the importance of exploring early pharmacologic interventions within multiple experimental settings in order to develop effective treatments as quickly as possible while minimizing risks."
"44","16303583","Stereotypy II: a review of neurobiological interpretations and suggestions for an integration with behavioral methods.","Stereotypy is a relatively common behavioral disorder displayed by individuals with developmental disabilities  including autism. In this paper  we review selected studies on neurobiological interpretations of stereotypy and pharmacological interventions for stereotypy. Specifically  we review studies that evaluated the effects of serotonin uptake inhibitors (e.g.  clomipramine) or opioid antagonists (e.g.  naltrexone) on stereotypy displayed by humans. Throughout  suggestions are made for the incorporation of behavioral methods into this area of research."
"45","15882779","Lack of evidence for association between the serotonin transporter gene (SLC6A4) polymorphisms and autism in the Chinese trios.","Serotonin regulates several aspects of brain development  and it is involved in a range of behaviors frequently disturbed in autistic disorder. The serotonin transporter is a critical component of the serotonergic system. The serotonin transporter gene (SLC6A4) is of special interest given the nature of the biological findings and the reported effects of selective serotonin reuptake inhibitors of autistic symptoms. So far the genetics researches of the SLC6A4 gene have given conflicting results. The aim of study was to investigate the association between the SLC6A4 gene and autism in the Chinese Han population. The present study was conducted with the detection of three single nucleotide polymorphisms (SNP(S)) located within the SLC6A4 gene by using the polymerase chain reaction-restriction fragment length polymorphisms (PCR-RFLP) analysis. We performed a family-based association study of these polymorphisms in 175 Chinese Han family trios. Linkage disequilibrium (LD) measurement (D') analysis showed the presence of LD between markers across the locus. No significant evidence of association was found at any of the markers detected by using the transmission disequilibrium test (TDT) and haplotype analyses in all samples and male samples. Our findings suggest that it is unlikely that DNA variations in the SLC6A4 gene play a significant role in the genetic predisposition to autism in the Chinese Han population or that allelic heterogeneity at the SLC6A4 loci dilutes potential disease-allele association."
"46","15854594","Quantitative analysis of immunolabeling for serotonin and for glutamate transporters after administration of imipramine and citalopram.","Serotonin (5-hydroxytryptamine  5-HT) is an amine neurotransmitter derived from tryptophan and is important in brain systems regulating mood  emotional behavior  and sleep. Selective serotonin reuptake inhibitor (SSRI) drugs are used to treat disorders such as depression  stress  eating disorders  autism  and schizophrenia. It is thought that these drugs act to prolong the action of 5-HT by blocking reuptake. This may lead to decreased 5-HT content in the nerve fibers themselves; however  this has not previously been directly demonstrated. We have studied the effects of administration of two drugs  imipramine and citalopram  on levels of 5-HT in nerve fibers in the murine brain. Quantitative analysis of the areal density of 5-HT fibers throughout the brain was performed using ImageJ software. While a high density of fibers was observed in mid- and hind-brain regions and areas such as thalamus and hypothalamus  densities were far lower in areas such as cortex  where SSRIs might be thought to exert their actions. As anticipated  imipramine and citalopram produced a decline in 5-HT levels in nerve fibers  but the result was not uniform. Areas such as inferior colliculus showed significant reduction whereas little  if any  change was observed in the adjacent superior colliculus. The reason for  and significance of  this regionality is unclear. It has been proposed that serotonin effects in the brain might be linked to changes in glutamatergic transmission. Extracellular glutamate levels are regulated primarily by glial glutamate transporters. Qualitative evaluation of glutamate transporter immunolabeling in cortex of control and drug-treated mice revealed no discernable difference in intensity of glutamate transporter immunoreactivity. These data suggest that changes in intracellular and extracellular levels of serotonin do not cause concomitant changes in astroglial glutamate transporter expression  and thus cannot represent a mechanism for the delayed efficacy of antidepressants when administered clinically."
"47","15119475","Pharmacologic treatment of autism.","Autism is a chronic and lifelong pervasive developmental disorder for which there is yet no effective cure  and medical management remains a major challenge for clinicians. In spite of the possible similarities with conditions that have an established pharmacotherapy  and despite improvements in some associated &quot;problematic behaviors&quot; following the use of available medications  effective medical treatment for the core symptoms involving language and social cognition remains elusive. The purpose of the present article is to review current biologic knowledge about autism in an attempt to correlate clinical trials with known mechanisms of disease. In addition  the need for controlled studies and for the creation of homogeneous subgroups of patients based on clinical and genetic characteristics is emphasized. The application of molecular genetic investigations and pharmacogenetics in the diagnostic work-up of autistic patients can lead to more effective individualized medical care."
"48","15087484","Serotonin transporter: gene, genetic disorders, and pharmacogenetics.","The highly evolutionarily conserved serotonin transporter (SERT) regulates the entire serotoninergic system and its receptors via modulation of extracellular fluid serotonin concentrations. Differences in SERT expression and function produced by three SERT genes and their variants show associations with multiple human disorders. Screens of DNA from patients with autism  ADHD  bipolar disorder  and Tourette's syndrome have detected signals in the chromosome 17q region where SERT is located. Parallel investigations of SERT knockout mice have uncovered multiple phenotypes that identify SERT as a candidate gene for additional human disorders ranging from irritable bowel syndrome to obesity. Replicated studies have demonstrated that the SERT 5'-flanking region polymorphism SS genotype is associated with poorer therapeutic responses and more frequent serious side effects during treatment with antidepressant SERT antagonists  namely  the serotonin reuptake inhibitors (SRIs)."
"49","11986128","Fluorine magnetic resonance spectroscopy measurement of brain fluvoxamine and fluoxetine in pediatric patients treated for pervasive developmental disorders.","OBJECTIVE: Pediatric populations  including those with autistic disorder or other pervasive developmental disorders  increasingly are being prescribed selective serotonin reuptake inhibitors (SSRIs). Little is known about the age-related brain pharmacokinetics of SSRIs; there is a lack of data regarding optimal dosing of medications for children. The authors used fluorine magnetic resonance spectroscopy ((19)F MRS) to evaluate age effects on whole-brain concentrations of fluvoxamine and fluoxetine in children taking SSRIs.METHOD: Twenty-one pediatric subjects with diagnoses of autistic disorder or other pervasive developmental disorders  6-15 years old and stabilized with a consistent dose of fluvoxamine or fluoxetine  were recruited for the study; 16 successfully completed the imaging protocol. Whole-brain drug levels in this group were compared to similarly acquired data from 28 adults.RESULTS: A significant relationship between dose and brain drug concentration was observed for both drugs across the age range studied. Brain fluvoxamine concentration in the children was lower  consistent with a lower dose/body mass drug prescription; when brain concentration was adjusted for dose/mass  age effects were no longer significant. Brain fluoxetine concentration was similar between age groups; no significant age effects on brain fluoxetine drug levels remained after adjustment for dose/mass. Observations of brain fluoxetine bioavailability and elimination half-life also were similar between age groups.CONCLUSIONS: These findings suggest that fluvoxamine or fluoxetine prescriptions adjusted for dose/mass are an acceptable treatment approach for medicating children with autistic disorder or other pervasive developmental disorders. It must be determined whether these findings can be generalized to other pediatric populations."
